City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
370,chimbote,-9.0853,-78.5783,294.63,81,99,2.06,PE,1685956123
371,ketchikan,55.3422,-131.6461,282.41,93,100,2.57,US,1685956123
372,gannan,47.9147,123.5031,297.33,27,99,3.35,CN,1685955926
373,del rio,29.3627,-100.8968,294.21,85,0,2.57,US,1685956124
374,ziarat,30.3823,67.7282,296.48,26,0,3.46,PK,1685956124
375,mufumbwe,-13.6833,24.8,301.38,22,0,2.58,ZM,1685956124
376,komsomolskiy,40.4272,71.7189,307.55,14,74,3.09,UZ,1685956125
377,merauke,-8.4667,140.3333,299.09,91,24,5.54,ID,1685956125
378,belyy yar,53.6039,91.3903,303.09,28,0,3.0,RU,1685956125
379,ripoll,42.2006,2.1903,295.15,65,5,1.34,ES,1685956125
380,banda aceh,5.5577,95.3222,303.24,66,98,7.88,ID,1685956125
381,tari,12.4086,4.4914,306.17,46,98,5.63,NG,1685956126
382,makakilo city,21.3469,-158.0858,298.33,76,0,2.06,US,1685956126
383,luderitz,-26.6481,15.1594,290.45,45,0,1.78,NA,1685956126
384,esso,55.9333,158.7,276.84,96,100,1.25,RU,1685956126
385,hovd,48.0056,91.6419,297.4,21,5,4.83,MN,1685956126
386,chake chake,-5.2459,39.7666,300.1,80,14,3.93,TZ,1685956127
387,kununurra,-15.7667,128.7333,303.14,42,4,2.06,AU,1685955954
388,ontario,34.0633,-117.6509,290.69,87,100,3.09,US,1685955929
389,hofn,64.2539,-15.2082,285.16,71,20,8.75,IS,1685956127
390,hope,33.6671,-93.5916,295.18,81,91,1.24,US,1685956128
391,upata,8.0086,-62.3989,297.7,97,76,1.55,VE,1685956128
392,pervomayskoye,43.919,46.7102,303.63,39,5,4.69,RU,1685956128
393,srednekolymsk,67.45,153.6833,286.58,32,16,5.28,RU,1685956128
394,nuuk,64.1835,-51.7216,274.49,93,75,10.29,GL,1685956129
395,arman,59.7,150.1667,281.42,70,24,2.34,RU,1685956129
396,teya,60.3778,92.6267,298.28,53,63,4.44,RU,1685956129
397,hambantota,6.1241,81.1185,306.34,70,40,7.72,LK,1685956129
398,visnes,59.3556,5.2242,286.38,71,75,8.23,NO,1685956129
399,bhag,29.0415,67.8239,313.68,22,0,2.84,PK,1685956130
400,pangody,65.85,74.4859,293.16,63,89,5.95,RU,1685956130
401,palafrugell,41.9174,3.1631,296.91,47,11,1.34,ES,1685956130
402,adeje,28.1227,-16.726,296.49,83,40,2.57,ES,1685956130
403,la paz,-16.5,-68.15,276.8,72,40,4.12,BO,1685956068
404,pochutla,15.7432,-96.4661,299.72,82,66,1.89,MX,1685956131
405,sao joao da barra,-21.6403,-41.0511,291.49,83,0,3.52,BR,1685956131
406,dubuque,42.4833,-90.8668,288.57,77,0,0.0,US,1685955977
407,moscow,55.7522,37.6156,288.9,57,76,4.96,RU,1685955650
408,oksfjord,70.2396,22.3479,281.25,85,90,2.46,NO,1685956131
409,pringsewu,-5.3582,104.9744,301.42,75,100,2.5,ID,1685956132
410,steinbach,50.1667,8.5667,297.81,37,0,4.12,DE,1685956132
411,krasnoshchekovo,51.6708,82.7289,303.34,42,98,4.29,RU,1685956132
412,taltal,-25.4,-70.4833,288.24,79,32,1.27,CL,1685956132
413,muhos,64.808,25.9931,285.87,43,29,5.83,FI,1685955977
414,gboko,7.3179,8.9951,302.25,67,70,4.74,NG,1685956133
415,burnie,-41.0667,145.9167,286.18,71,100,7.08,AU,1685956062
416,dembi dolo,8.5333,34.8,295.65,65,29,1.2,ET,1685956133
417,mudgee,-32.5943,149.5871,286.36,70,37,3.84,AU,1685956133
418,juneau,58.3019,-134.4197,283.83,91,100,6.17,US,1685956133
419,kolobovo,56.702,41.3417,285.39,68,97,3.62,RU,1685956134
420,benin,9.5,2.25,302.34,64,97,2.43,BJ,1685956134
421,bijie,27.3125,105.2942,288.72,83,100,1.62,CN,1685956134
422,were ilu,10.6,39.4333,293.25,44,59,3.66,ET,1685956134
423,rinteln,52.186,9.0792,295.48,69,4,1.54,DE,1685956135
424,rio grande,-32.035,-52.0986,287.13,80,0,5.8,BR,1685956135
425,samarai,-10.6167,150.6667,300.15,88,100,5.24,PG,1685956135
426,soubre,5.7856,-6.6083,299.07,85,100,1.43,CI,1685956135
427,kayerkan,69.3497,87.7602,283.44,57,29,2.01,RU,1685956136
428,mbandaka,0.0487,18.2603,295.0,98,100,2.3,CD,1685956136
429,margate,51.3813,1.3862,288.32,71,96,4.47,GB,1685955866
430,avallon,47.4833,3.9,294.2,59,7,3.97,FR,1685956136
431,hami,42.8,93.45,302.75,14,33,6.91,CN,1685955927
432,yumen,40.2833,97.2,297.99,21,96,4.39,CN,1685956137
433,thunder bay,48.4001,-89.3168,286.35,99,98,2.03,CA,1685956137
434,maragogi,-9.0122,-35.2225,297.11,84,58,3.41,BR,1685956137
435,tirumullaivasal,11.2333,79.8333,309.88,45,88,5.28,IN,1685956137
436,olga,43.7444,135.2892,292.67,63,58,0.97,RU,1685956138
437,bako,5.7833,36.5667,298.94,52,70,1.09,ET,1685956138
438,iskateley,67.6803,53.1512,283.87,47,90,10.32,RU,1685956138
439,amapa,1.0,-52.0,294.78,100,100,0.65,BR,1685956093
440,beringovskiy,63.05,179.3167,275.67,96,100,4.01,RU,1685956139
441,hohhot,40.8106,111.6522,299.16,19,45,6.61,CN,1685956139
442,faratsiho,-19.4,46.95,293.15,42,0,1.71,MG,1685956140
443,benguela,-12.5763,13.4055,297.45,75,22,3.04,AO,1685955932
444,marzuq,14.4,46.4667,306.31,20,86,2.92,YE,1685956141
445,vallenar,-28.5708,-70.7581,287.6,55,62,0.23,CL,1685956141
446,manica,49.0,-1.1667,290.88,66,32,5.24,FR,1685956141
447,burladingen,48.2833,9.1167,292.31,50,0,3.52,DE,1685956142
448,porangatu,-13.4408,-49.1486,292.28,58,0,1.2,BR,1685956142
449,vanimo,-2.6741,141.3028,299.92,88,68,2.92,PG,1685956142
450,abbeville,50.1,1.8333,292.73,71,7,5.87,FR,1685956143
451,johi,26.6921,67.6133,315.45,20,4,1.42,PK,1685956143
452,bar harbor,44.3876,-68.2039,282.19,85,100,4.63,US,1685956143
453,berbera,10.4396,45.0143,308.24,47,84,3.16,SO,1685956144
454,korla,41.7597,86.1469,303.89,12,0,2.26,CN,1685956144
455,batagay-alyta,67.8006,130.4114,289.85,48,100,6.17,RU,1685956144
456,nakusp,50.2499,-117.8023,287.8,71,31,0.61,CA,1685956144
457,richards bay,-28.783,32.0377,296.24,61,85,7.0,ZA,1685956144
458,galle,6.0367,80.217,301.82,74,73,5.36,LK,1685955986
459,murray bridge,-35.1167,139.2667,289.33,93,98,2.46,AU,1685956145
460,carbonia,39.1672,8.5222,296.51,63,7,2.13,IT,1685956145
461,gua musang,4.8823,101.9644,303.34,66,93,0.84,MY,1685956145
462,bronnoysund,65.4625,12.1997,280.15,81,75,5.36,NO,1685956146
463,salama,14.8333,-86.5833,294.09,94,56,0.37,HN,1685956146
464,carauari,-4.8828,-66.8958,295.25,99,79,0.99,BR,1685956146
465,sao jose da coroa grande,-8.8978,-35.1478,297.38,85,69,3.72,BR,1685956146
466,ossora,59.2353,163.0719,276.81,98,100,10.76,RU,1685956147
467,kiama,-34.6833,150.8667,288.15,89,100,4.13,AU,1685956147
468,marathon,44.9,-89.7668,290.26,85,0,0.0,US,1685956147
469,palma di montechiaro,37.1926,13.765,292.77,58,100,4.35,IT,1685956147
470,san vicente,-26.6167,-54.1333,285.97,91,7,1.06,AR,1685956148
471,arlit,18.7369,7.3853,311.31,10,100,2.32,NE,1685956148
472,qui nhon,13.7667,109.2333,302.27,77,77,2.79,VN,1685956148
473,purranque,-40.9167,-73.1667,282.78,77,100,2.89,CL,1685956148
474,haapiti,-17.5667,-149.8667,297.0,67,45,4.11,PF,1685956149
475,curaca,-8.9903,-39.9094,295.19,76,73,5.4,BR,1685955984
476,ahipara,-35.1667,173.1667,285.27,86,33,2.6,NZ,1685956149
477,naze,28.3667,129.4833,295.54,68,98,4.01,JP,1685956149
478,joensuu,62.6012,29.7632,287.42,53,75,7.72,FI,1685956149
479,mormugao,15.4,73.8,303.94,69,18,5.52,IN,1685956150
480,sao gabriel da cachoeira,-0.1303,-67.0892,294.94,99,71,0.92,BR,1685956150
481,quatre cocos,-20.2078,57.7625,299.31,78,36,8.05,MU,1685956150
482,chuy,-33.6971,-53.4616,281.78,83,0,2.27,UY,1685956150
483,sitka,57.0531,-135.33,284.09,71,75,7.2,US,1685956150
484,dong hoi,17.4833,106.6,305.0,66,99,2.58,VN,1685956151
485,businga,3.3333,20.8833,295.02,99,100,0.32,CD,1685956151
486,ruteng,-8.6136,120.4721,292.14,92,87,0.57,ID,1685956151
487,sadat,25.6833,83.2833,315.94,14,18,4.47,IN,1685956151
488,avera,33.194,-82.5271,288.76,90,0,2.63,US,1685956152
489,saint george,37.1041,-113.5841,297.01,34,0,4.63,US,1685956130
490,mazamari,-11.3258,-74.5308,293.99,80,86,0.62,PE,1685956152
491,juba,4.8517,31.5825,307.98,34,18,2.45,SS,1685956152
492,san luis de palenque,5.4214,-71.7317,295.82,99,100,1.26,CO,1685956153
493,tubigan,8.5322,124.3122,301.77,76,100,1.74,PH,1685956153
494,maghar,32.8898,35.407,298.82,53,0,3.6,IL,1685956153
495,kolomak,49.8399,35.3044,291.15,45,0,3.94,UA,1685956153
496,yuli,9.6989,10.2744,306.12,46,93,3.22,NG,1685956153
497,kurilsk,45.2333,147.8833,278.56,95,100,4.54,RU,1685956154
498,mazagao,-0.115,-51.2894,299.18,98,86,1.18,BR,1685956154
499,caravelas,-17.7125,-39.2481,296.05,62,100,1.71,BR,1685956154
500,mazatlan,23.2167,-106.4167,298.66,86,20,0.45,MX,1685955903
501,rosarito,32.3333,-117.0333,290.08,78,78,1.17,MX,1685956154
502,dunmore east,52.1514,-6.9861,292.22,64,0,2.57,IE,1685956155
503,awbari,26.5921,12.7805,310.37,11,0,5.65,LY,1685956155
504,mathbaria,22.2876,89.9593,310.83,38,2,5.27,BD,1685956155
505,ondangwa,-17.9167,15.95,296.41,17,0,1.23,NA,1685956155
506,zheshart,62.0731,49.5733,285.26,62,82,5.6,RU,1685956156
507,eureka,40.8021,-124.1637,286.3,89,76,0.45,US,1685956156
508,waipawa,-41.4122,175.5153,281.94,72,100,5.64,NZ,1685956156
509,half moon bay,37.4636,-122.4286,287.54,90,100,6.17,US,1685956156
510,rawson,-43.3002,-65.1023,282.98,38,100,10.83,AR,1685956157
511,belen,36.4891,36.2233,295.23,53,20,6.69,TR,1685956157
512,arequipa,-16.3989,-71.535,287.29,32,2,1.65,PE,1685956157
513,tocopilla,-22.092,-70.1979,290.11,72,13,2.07,CL,1685956157
514,limon,10.0,-83.0333,297.62,83,100,4.57,CR,1685956158
515,ust-kuyga,70.0167,135.6,288.43,48,99,7.06,RU,1685956158
516,mujiayingzi,42.1167,118.7833,300.16,16,96,4.78,CN,1685956158
517,santiago del estero,-27.7951,-64.2615,289.18,57,100,1.03,AR,1685956158
518,pitimbu,-7.4706,-34.8086,296.48,79,94,5.86,BR,1685956159
519,buchanan,5.8808,-10.0467,299.87,84,100,2.04,LR,1685956159
520,haifa,32.8156,34.9892,299.98,58,20,4.12,IL,1685956159
521,moree,-29.4667,149.85,290.45,59,55,4.55,AU,1685956160
522,sitio novo do tocantins,-5.5183,-47.4611,295.23,80,17,1.36,BR,1685956160
523,tadine,-21.55,167.8833,295.0,67,99,5.02,NC,1685956160
524,liling,27.6667,113.5,297.88,83,100,2.75,CN,1685956160
525,jequitinhonha,-16.4339,-41.0033,287.0,98,0,0.52,BR,1685956161
526,los llanos de aridane,28.6585,-17.9182,293.01,93,40,2.68,ES,1685956161
527,usinsk,65.9939,57.5281,285.4,51,78,10.49,RU,1685956161
528,nacala,-14.5428,40.6728,302.94,50,0,3.91,MZ,1685956161
529,vaxjo,56.8777,14.8091,293.85,40,0,2.06,SE,1685956162
530,veraval,20.9,70.3667,305.04,65,0,6.66,IN,1685956162
531,voi,-3.3945,38.563,302.76,45,65,4.66,KE,1685956162
532,gafargaon,24.4333,90.5667,313.45,24,0,0.33,BD,1685956163
533,ashington,50.9331,-0.3909,289.84,63,0,8.23,GB,1685956163
534,koulikoro,14.0,-7.75,305.94,37,100,7.24,ML,1685956163
535,kyshtovka,56.555,76.6271,306.98,30,0,3.17,RU,1685956164
536,makat,47.6469,53.3463,308.22,18,99,0.98,KZ,1685956164
537,nileshwar,12.25,75.1,304.04,64,36,5.24,IN,1685956165
538,nizhnyaya tavda,57.6731,66.1725,302.08,46,44,2.79,RU,1685956165
539,dzaoudzi,-12.7887,45.2699,302.09,58,0,1.54,YT,1685956166
540,general roca,-39.0333,-67.5833,282.11,32,99,4.28,AR,1685956166
541,salinopolis,-0.6136,-47.3561,299.0,85,62,4.66,BR,1685955964
542,dingle,10.9995,122.6711,302.12,78,100,0.71,PH,1685956166
543,aktash,50.3,87.7333,294.08,26,38,0.77,RU,1685956166
544,taldan,53.6667,124.8,287.8,71,88,3.88,RU,1685956167
545,bengkulu,-3.8004,102.2655,300.7,84,70,4.3,ID,1685956167
546,bari sadri,24.4167,74.4667,312.23,20,0,3.51,IN,1685956167
547,lasem,-6.6922,111.4527,301.94,71,92,2.76,ID,1685956168
548,christchurch,-43.5333,172.6333,281.43,88,75,4.12,NZ,1685956009
549,gazli,40.1333,63.45,311.66,7,5,4.98,UZ,1685956168
550,vila franca do campo,37.7167,-25.4333,292.38,90,100,2.57,PT,1685956168
551,nueva guinea,11.6876,-84.4562,296.48,94,53,1.35,NI,1685956169
552,mokhsogollokh,61.4681,128.9203,290.46,44,69,3.9,RU,1685956169
553,macia,-25.0269,33.0989,303.25,36,1,4.97,MZ,1685956100
554,dhidhdhoo,6.8833,73.1,301.68,79,100,9.48,MV,1685956169
555,moche,-8.1711,-79.0092,295.25,88,100,4.12,PE,1685956170
556,luanda,-8.8368,13.2343,299.15,78,40,2.06,AO,1685956170
557,mangalia,43.8,28.5833,293.78,45,6,6.13,RO,1685956170
558,nishihara,26.1842,127.7558,299.96,80,75,5.14,JP,1685956170
559,aranos,-24.1333,19.1167,286.52,42,0,4.98,NA,1685956171
